APC,Prov_State,OutptSvcs,AvgEstSubChg,AvgTotPay
0270 - Level II Echocardiogram Without Contrast,FL,5703,5183.77,519.81
0270 - Level II Echocardiogram Without Contrast,GA,2425,3067.74,543.24
0270 - Level II Echocardiogram Without Contrast,HI,282,2266.98,635.63
0270 - Level II Echocardiogram Without Contrast,IA,867,2937.14,548.72
0270 - Level II Echocardiogram Without Contrast,ID,500,2693.8,553.7
0270 - Level II Echocardiogram Without Contrast,IL,5933,3981.38,569.62
0270 - Level II Echocardiogram Without Contrast,IN,2448,3684.91,560.78
0270 - Level II Echocardiogram Without Contrast,KS,1129,3180.38,539.06
0270 - Level II Echocardiogram Without Contrast,KY,1022,3420.89,527.38
0270 - Level II Echocardiogram Without Contrast,LA,1332,2393.17,517.5
0270 - Level II Echocardiogram Without Contrast,MA,3242,2677.03,687.77
0270 - Level II Echocardiogram Without Contrast,ME,959,1734.65,569.12
0270 - Level II Echocardiogram Without Contrast,MI,6137,2020.03,567.35
0270 - Level II Echocardiogram Without Contrast,MN,2454,2924.47,595.41
0270 - Level II Echocardiogram Without Contrast,MO,3162,3533.08,537.61
0270 - Level II Echocardiogram Without Contrast,MS,921,3855.51,512.53
0270 - Level II Echocardiogram Without Contrast,MT,825,1673.37,590.2
0270 - Level II Echocardiogram Without Contrast,NC,3173,2614.19,533.51
0270 - Level II Echocardiogram Without Contrast,ND,156,1991.22,579.19
0270 - Level II Echocardiogram Without Contrast,NE,1067,2790.4,554
0270 - Level II Echocardiogram Without Contrast,NH,1774,3546.44,626.29
0270 - Level II Echocardiogram Without Contrast,NJ,3760,4120.65,655.23
0270 - Level II Echocardiogram Without Contrast,NM,341,2911.91,554.19
0270 - Level II Echocardiogram Without Contrast,NV,266,5477.43,611.1
0270 - Level II Echocardiogram Without Contrast,NY,4774,3648.72,605.59
0270 - Level II Echocardiogram Without Contrast,OH,3411,3906.01,531.82
0270 - Level II Echocardiogram Without Contrast,OK,943,3416.28,516.65
0270 - Level II Echocardiogram Without Contrast,OR,985,2055.35,627.96
0270 - Level II Echocardiogram Without Contrast,PA,5058,4365.89,567.42
0270 - Level II Echocardiogram Without Contrast,RI,366,2122.76,623.52
0270 - Level II Echocardiogram Without Contrast,SC,972,2669.07,530.96
0270 - Level II Echocardiogram Without Contrast,SD,245,2703.57,573.75
0270 - Level II Echocardiogram Without Contrast,TN,2367,2970.53,516.28
0270 - Level II Echocardiogram Without Contrast,TX,4365,4596.13,542.38
0270 - Level II Echocardiogram Without Contrast,UT,1520,2650.71,553.17
0270 - Level II Echocardiogram Without Contrast,VA,2398,3292.96,557.34
0270 - Level II Echocardiogram Without Contrast,VT,644,1811.78,584.21
0270 - Level II Echocardiogram Without Contrast,WA,2600,2879.08,624.51
0270 - Level II Echocardiogram Without Contrast,WI,2026,3363.7,559.42
0270 - Level II Echocardiogram Without Contrast,WV,211,2295.08,513.34
0270 - Level II Echocardiogram Without Contrast,WY,67,3355.82,590.86
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AK,578,2939.24,349.45
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AL,32808,3486.17,244.28
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AR,17345,2154.92,257.27
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AZ,8097,3574.92,282.53
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CA,51252,3945.17,351.31
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CO,8956,2845.53,279.39
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CT,14665,2732.36,322.84
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,DC,3592,2664.75,275.32
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,DE,6666,1760.03,281.56
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,FL,31203,3420.58,265.83
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,GA,27886,2993.77,259.72
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,HI,2165,1774.2,307.32
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IA,13500,2722.24,256.05
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ID,7232,1612.22,272.71
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IL,52927,3367.12,275.01
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IN,39894,2519.3,273.44
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,KS,13207,2414.76,260.19
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,KY,27548,2803.06,254.19
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,LA,15585,2698.99,245.46
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MA,28702,2361.49,332.94
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ME,9591,1556.75,277.9
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MI,49319,2164.87,273.47
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MN,20836,2036.86,309.08
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MO,27976,2550.06,264.2
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MS,10640,3252.1,248.01
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MT,6707,1502.84,281.26
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NC,32953,2966.46,258.5
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ND,3305,2028.68,292.87
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NE,7283,3024.24,279.76
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NH,5827,3253.69,312.9
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NJ,27392,3260.03,317.46
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NM,4930,2241.56,272.1
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NV,2239,1379.25,304.17
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY,48165,3163.31,301.06
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OH,51310,2503.04,261.3
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OK,24865,2379.65,255.61
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OR,8252,2023.76,308.48
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,PA,65062,3182.78,272.99
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,RI,3226,2378.23,290.17
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,SC,22285,2818.72,257.42
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,SD,6194,2715.49,285.01
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,TN,23934,3082.29,244.78
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,TX,61625,3388.18,260.43
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,UT,11796,2036.64,264.2
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,VA,27628,2889.22,266.26
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,VT,3503,2783.27,286.84
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WA,19456,2488.28,302.35
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WI,22719,3340.38,278.62
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WV,9673,2155.25,248.52
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WY,1706,1963.64,295.68
0369 - Level II Pulmonary Tests,AK,512,1494.71,272.83
0369 - Level II Pulmonary Tests,AL,3783,1755.97,199.66
0369 - Level II Pulmonary Tests,AR,3423,1061.71,207.58
0369 - Level II Pulmonary Tests,AZ,3530,1539.6,235.79
0369 - Level II Pulmonary Tests,CA,20568,2372.35,273.83
0369 - Level II Pulmonary Tests,CO,4002,1636.45,228.94
0369 - Level II Pulmonary Tests,CT,4245,1226.93,266.61
0369 - Level II Pulmonary Tests,DC,418,1303.28,224
0369 - Level II Pulmonary Tests,DE,2658,969.11,235.47
0369 - Level II Pulmonary Tests,FL,13692,1692.87,213.96
0369 - Level II Pulmonary Tests,GA,4612,1238.74,215.01
0369 - Level II Pulmonary Tests,HI,679,917.56,229.53
0369 - Level II Pulmonary Tests,IA,4422,870.61,219.41
0369 - Level II Pulmonary Tests,ID,1787,911.25,221.65
0369 - Level II Pulmonary Tests,IL,16069,1537.66,229.88
0369 - Level II Pulmonary Tests,IN,9454,1379.48,222.82
0369 - Level II Pulmonary Tests,KS,2748,1341.02,215.58
0369 - Level II Pulmonary Tests,KY,6244,1175.35,210.97
0369 - Level II Pulmonary Tests,LA,4726,1339.84,197.86
0369 - Level II Pulmonary Tests,MA,12696,1129.96,277.76
0369 - Level II Pulmonary Tests,ME,2664,616.76,226.52
0369 - Level II Pulmonary Tests,MI,11276,884.64,226.02
0369 - Level II Pulmonary Tests,MN,5610,879.04,241.99
0369 - Level II Pulmonary Tests,MO,10976,1269.69,216.84
0369 - Level II Pulmonary Tests,MS,2449,1927.95,202.86
0369 - Level II Pulmonary Tests,MT,1602,479.93,234.48
0369 - Level II Pulmonary Tests,NC,6429,896.01,212.85
0369 - Level II Pulmonary Tests,ND,840,756.41,231.62
0369 - Level II Pulmonary Tests,NE,3107,1714.26,226.28
0369 - Level II Pulmonary Tests,NH,3374,1156.89,250.05
0369 - Level II Pulmonary Tests,NJ,7169,1853.89,257.26
0369 - Level II Pulmonary Tests,NM,1665,1061.97,224.87
0369 - Level II Pulmonary Tests,NV,1187,1636.18,233.75
0369 - Level II Pulmonary Tests,NY,9760,1132.1,241.53
0369 - Level II Pulmonary Tests,OH,18265,1194.87,217.57
0369 - Level II Pulmonary Tests,OK,6019,1097.85,208.65
0369 - Level II Pulmonary Tests,OR,3504,1073.77,245.85
0369 - Level II Pulmonary Tests,PA,18893,1595.74,218.14
0369 - Level II Pulmonary Tests,RI,1221,797.32,252.88
0369 - Level II Pulmonary Tests,SC,3614,1259.42,209.61
0369 - Level II Pulmonary Tests,SD,1331,736.87,235.61
0369 - Level II Pulmonary Tests,TN,5442,1381.1,204.26
0369 - Level II Pulmonary Tests,TX,12500,1529.15,212.06
0369 - Level II Pulmonary Tests,UT,1642,583.12,223.28
0369 - Level II Pulmonary Tests,VA,8814,1202.61,214.7
0369 - Level II Pulmonary Tests,VT,1432,755.06,238.93
0369 - Level II Pulmonary Tests,WA,4180,1028.81,249.35
0369 - Level II Pulmonary Tests,WI,8058,1089.62,228.66
0369 - Level II Pulmonary Tests,WV,2942,833.57,201.85
0369 - Level II Pulmonary Tests,WY,541,850.65,241.44
0377 - Level II Cardiac Imaging,AK,592,5282.78,1328.31
0377 - Level II Cardiac Imaging,AL,12257,7207.77,963.96
0377 - Level II Cardiac Imaging,AR,13679,5481.08,1004.36
0377 - Level II Cardiac Imaging,AZ,6685,8716.9,1132.44
0377 - Level II Cardiac Imaging,CA,31949,9987.31,1384.53
0377 - Level II Cardiac Imaging,CO,9543,8453.13,1099.16
0377 - Level II Cardiac Imaging,CT,10132,6424.95,1282.46
0377 - Level II Cardiac Imaging,DC,901,5844.17,1083.94
0377 - Level II Cardiac Imaging,DE,2722,3972.49,1128.77
0377 - Level II Cardiac Imaging,FL,34694,9027.39,998.65
0377 - Level II Cardiac Imaging,GA,29423,7403.82,1036.9
0377 - Level II Cardiac Imaging,HI,2017,4742.21,1229.7
0377 - Level II Cardiac Imaging,IA,6380,5909.52,1056.05
0377 - Level II Cardiac Imaging,ID,3933,4279.44,1079.67
0377 - Level II Cardiac Imaging,IL,42203,7952.75,1089.3
0377 - Level II Cardiac Imaging,IN,25252,7194.04,1065.72
0377 - Level II Cardiac Imaging,KS,9966,6740.84,1038.19
0377 - Level II Cardiac Imaging,KY,20041,8430.98,998.09
0377 - Level II Cardiac Imaging,LA,9338,6553.23,976.11
0377 - Level II Cardiac Imaging,MA,17682,4625,1326.27
0377 - Level II Cardiac Imaging,ME,4612,3962.34,1097.95
0377 - Level II Cardiac Imaging,MI,29539,4582,1084.32
0377 - Level II Cardiac Imaging,MN,13875,4730.75,1153.53
0377 - Level II Cardiac Imaging,MO,23089,6503.31,1039.14
0377 - Level II Cardiac Imaging,MS,9534,7706.65,970.6
0377 - Level II Cardiac Imaging,MT,2037,4214.22,1135.84
0377 - Level II Cardiac Imaging,NC,22784,6078.82,1025.24
0377 - Level II Cardiac Imaging,ND,3207,3801.8,1131.32
0377 - Level II Cardiac Imaging,NE,5240,6415.26,1092.02
0377 - Level II Cardiac Imaging,NH,3562,7496.06,1200.82
0377 - Level II Cardiac Imaging,NJ,36943,8302.13,1258.82
0377 - Level II Cardiac Imaging,NM,2785,5770.66,1078.79
0377 - Level II Cardiac Imaging,NV,4361,9210.74,1188.5
0377 - Level II Cardiac Imaging,NY,25762,5508.21,1199.52
0377 - Level II Cardiac Imaging,OH,37731,6349.44,1028.82
0377 - Level II Cardiac Imaging,OK,23497,7019.94,1000.41
0377 - Level II Cardiac Imaging,OR,5347,4823.79,1217.39
0377 - Level II Cardiac Imaging,PA,37080,7444.03,1064.18
0377 - Level II Cardiac Imaging,RI,1507,5286.31,1195.67
0377 - Level II Cardiac Imaging,SC,13965,6640.74,1004.09
0377 - Level II Cardiac Imaging,SD,4817,5475.74,1119.02
0377 - Level II Cardiac Imaging,TN,29034,7459.95,984.74
0377 - Level II Cardiac Imaging,TX,42075,8610.84,1015.25
0377 - Level II Cardiac Imaging,UT,4680,5056.37,1064.89
0377 - Level II Cardiac Imaging,VA,21217,6431.68,1046.52
0377 - Level II Cardiac Imaging,VT,1662,5138.81,1159.03
0377 - Level II Cardiac Imaging,WA,14368,6679.63,1209.47
0377 - Level II Cardiac Imaging,WI,13117,6131.47,1092.72
0377 - Level II Cardiac Imaging,WV,9720,4479.8,972.21
0377 - Level II Cardiac Imaging,WY,1535,6913.58,1154.95
0631 - Level 1 Examinations & Related Services,AR,1460,60.33,49.89
0631 - Level 1 Examinations & Related Services,AZ,181,143.89,43.19
0631 - Level 1 Examinations & Related Services,CA,3029,94.78,55.79
0631 - Level 1 Examinations & Related Services,CO,108,136.52,50.97
0631 - Level 1 Examinations & Related Services,CT,129,154.16,58.09
0631 - Level 1 Examinations & Related Services,DE,633,52.19,49.16
0631 - Level 1 Examinations & Related Services,FL,2187,69.04,44.18
0631 - Level 1 Examinations & Related Services,GA,139,37.31,44.27
0631 - Level 1 Examinations & Related Services,HI,510,68.38,48.87
0631 - Level 1 Examinations & Related Services,IA,917,74.6,47.59
0631 - Level 1 Examinations & Related Services,ID,500,35.16,45.48
0631 - Level 1 Examinations & Related Services,IL,2999,151.22,44.72
0631 - Level 1 Examinations & Related Services,IN,147,95.78,40.53
0631 - Level 1 Examinations & Related Services,KS,202,85.72,42.13
0631 - Level 1 Examinations & Related Services,KY,328,93.2,41.37
0631 - Level 1 Examinations & Related Services,LA,1348,114.13,41.01
0631 - Level 1 Examinations & Related Services,MA,2205,116.76,52.84
0631 - Level 1 Examinations & Related Services,ME,1660,55.14,41.1
0631 - Level 1 Examinations & Related Services,MI,3989,95.84,49.14
0631 - Level 1 Examinations & Related Services,MN,526,87.79,52.57
0631 - Level 1 Examinations & Related Services,MO,1518,135.62,46.55
0631 - Level 1 Examinations & Related Services,MS,2447,71.28,45.8
0631 - Level 1 Examinations & Related Services,MT,928,49.83,46.48
0631 - Level 1 Examinations & Related Services,NC,1137,95.44,42.08
0631 - Level 1 Examinations & Related Services,ND,1022,60.34,40.08
0631 - Level 1 Examinations & Related Services,NE,39,149.03,52.61
0631 - Level 1 Examinations & Related Services,NH,1368,94.82,48.91
0631 - Level 1 Examinations & Related Services,NJ,224,228.68,52.85
0631 - Level 1 Examinations & Related Services,NY,6088,137.51,45.38
0631 - Level 1 Examinations & Related Services,OH,2048,103.95,39.86
0631 - Level 1 Examinations & Related Services,OK,121,230.94,47.15
0631 - Level 1 Examinations & Related Services,OR,254,79.57,50.23
0631 - Level 1 Examinations & Related Services,PA,3987,158.83,48.58
0631 - Level 1 Examinations & Related Services,SC,34,635.77,32.7
0631 - Level 1 Examinations & Related Services,SD,1068,38.3,42.7
0631 - Level 1 Examinations & Related Services,TN,331,74.41,34.63
0631 - Level 1 Examinations & Related Services,TX,1680,205.99,43.06
0631 - Level 1 Examinations & Related Services,UT,18,146,45.61
0631 - Level 1 Examinations & Related Services,VA,1099,197.56,43.86
0631 - Level 1 Examinations & Related Services,VT,290,154.59,47.6
0631 - Level 1 Examinations & Related Services,WA,1256,129.61,54.35
0631 - Level 1 Examinations & Related Services,WI,2460,59.5,42.04
0631 - Level 1 Examinations & Related Services,WV,92,81.8,46.05
0632 - Level 2 Examinations & Related Services,AK,16,214.48,129.57
0632 - Level 2 Examinations & Related Services,AR,246,187.82,98.3
0632 - Level 2 Examinations & Related Services,AZ,201,356.06,84.59
0632 - Level 2 Examinations & Related Services,CA,32667,284.54,138.62
0632 - Level 2 Examinations & Related Services,CO,1696,219.95,98.62
0632 - Level 2 Examinations & Related Services,CT,546,321.37,119.42
0632 - Level 2 Examinations & Related Services,DC,2581,363.02,104.68
0632 - Level 2 Examinations & Related Services,DE,41,246.53,108.01
0632 - Level 2 Examinations & Related Services,FL,1439,168.41,59.25
0632 - Level 2 Examinations & Related Services,GA,5401,400.14,98.82
0632 - Level 2 Examinations & Related Services,HI,2881,215.05,118.58
0632 - Level 2 Examinations & Related Services,IA,1778,162.21,102.75
0632 - Level 2 Examinations & Related Services,ID,1275,85.33,99.62
0632 - Level 2 Examinations & Related Services,IL,26174,193.26,104.03
0632 - Level 2 Examinations & Related Services,IN,1443,205.38,97.81
0632 - Level 2 Examinations & Related Services,KS,32,163.69,101.62
0632 - Level 2 Examinations & Related Services,KY,374,367.05,97.78
0632 - Level 2 Examinations & Related Services,LA,13868,211.23,93.17
0632 - Level 2 Examinations & Related Services,MA,50068,250.66,123.52
0632 - Level 2 Examinations & Related Services,ME,12442,125.82,101.03
0632 - Level 2 Examinations & Related Services,MI,24973,163.99,102.08
0632 - Level 2 Examinations & Related Services,MN,24785,155.09,107
0632 - Level 2 Examinations & Related Services,MO,5973,151.24,98.95
0632 - Level 2 Examinations & Related Services,MS,314,309.47,89.11
0632 - Level 2 Examinations & Related Services,MT,7596,126.69,103.81
0632 - Level 2 Examinations & Related Services,NC,1861,153,88.19
0632 - Level 2 Examinations & Related Services,ND,12476,190.17,108.17
0632 - Level 2 Examinations & Related Services,NE,99,367.09,93.35
0632 - Level 2 Examinations & Related Services,NH,11597,210.33,114.15
0632 - Level 2 Examinations & Related Services,NJ,204,306.73,120.44
0632 - Level 2 Examinations & Related Services,NM,5722,156.08,102.04
0632 - Level 2 Examinations & Related Services,NY,32910,250.75,113.35
0632 - Level 2 Examinations & Related Services,OH,28782,245.21,97.48
0632 - Level 2 Examinations & Related Services,OK,48,359.5,91.24
0632 - Level 2 Examinations & Related Services,OR,9360,278.34,113.16
0632 - Level 2 Examinations & Related Services,PA,26014,254.18,104.17
0632 - Level 2 Examinations & Related Services,RI,44,361.33,113.25
0632 - Level 2 Examinations & Related Services,SC,5172,176.31,95.87
0632 - Level 2 Examinations & Related Services,SD,2469,89.99,106.5
0632 - Level 2 Examinations & Related Services,TN,4164,417.33,95.69
0632 - Level 2 Examinations & Related Services,TX,29114,261.44,97.86
0632 - Level 2 Examinations & Related Services,UT,46,269.04,94.6
0632 - Level 2 Examinations & Related Services,VA,20125,350.43,97.29
0632 - Level 2 Examinations & Related Services,VT,2052,408.81,106.17
0632 - Level 2 Examinations & Related Services,WA,14550,343.4,112.1
0632 - Level 2 Examinations & Related Services,WI,34034,147.59,102.15
0632 - Level 2 Examinations & Related Services,WV,3182,314.29,93.69
0633 - Level 3 Examinations & Related Services,AL,56,1325.45,330.45
0633 - Level 3 Examinations & Related Services,AR,70,1261.98,343.42
0633 - Level 3 Examinations & Related Services,AZ,78,3126.22,416.54
0633 - Level 3 Examinations & Related Services,CA,191,2671.45,472.32
0633 - Level 3 Examinations & Related Services,CO,26,2505.72,363.68
0633 - Level 3 Examinations & Related Services,CT,17,742.42,453.91
0633 - Level 3 Examinations & Related Services,DE,88,994.8,403.89
0633 - Level 3 Examinations & Related Services,FL,382,1472.01,369.35
0633 - Level 3 Examinations & Related Services,GA,69,1115.15,291.61
0633 - Level 3 Examinations & Related Services,IA,40,1542.36,356.21
0633 - Level 3 Examinations & Related Services,IL,318,1397.69,366.27
0633 - Level 3 Examinations & Related Services,IN,190,1209.81,369.37
0633 - Level 3 Examinations & Related Services,KS,72,1134.65,350.48
0633 - Level 3 Examinations & Related Services,KY,86,2060.65,338.91
0633 - Level 3 Examinations & Related Services,LA,54,1402.04,316.62
0633 - Level 3 Examinations & Related Services,MA,63,666.03,460.78
0633 - Level 3 Examinations & Related Services,MI,143,696,369.99
0633 - Level 3 Examinations & Related Services,MN,24,1185.74,351.16
0633 - Level 3 Examinations & Related Services,MO,166,1539.38,352.27
0633 - Level 3 Examinations & Related Services,MS,94,1355.08,334.96
0633 - Level 3 Examinations & Related Services,MT,33,1024.8,389.66
0633 - Level 3 Examinations & Related Services,NC,130,1025.52,366.49
0633 - Level 3 Examinations & Related Services,NE,84,913.47,376.46
0633 - Level 3 Examinations & Related Services,NJ,472,1128.76,424.14
0633 - Level 3 Examinations & Related Services,NM,20,3551.06,365.05
0633 - Level 3 Examinations & Related Services,NV,44,3012.58,417.16
0633 - Level 3 Examinations & Related Services,NY,23,898.25,344.52
0633 - Level 3 Examinations & Related Services,OH,445,921.69,344.54
0633 - Level 3 Examinations & Related Services,OK,75,1166.63,340.43
0633 - Level 3 Examinations & Related Services,OR,20,1467.9,411.4
0633 - Level 3 Examinations & Related Services,PA,196,895.34,350.47
0633 - Level 3 Examinations & Related Services,SC,72,1710.16,349.18
0633 - Level 3 Examinations & Related Services,SD,22,830.05,387.85
0633 - Level 3 Examinations & Related Services,TN,61,1685.28,339.68
0633 - Level 3 Examinations & Related Services,TX,253,1661.78,348.65
0633 - Level 3 Examinations & Related Services,VA,39,1031.72,378.72
0633 - Level 3 Examinations & Related Services,WA,43,1698.64,417.54
0633 - Level 3 Examinations & Related Services,WI,150,905.78,384.25
0633 - Level 3 Examinations & Related Services,WV,96,643.13,317.56
0634 - Hospital Clinic Visits,AK,20170,172.87,114.04
0634 - Hospital Clinic Visits,AL,146581,259.25,83.45
0634 - Hospital Clinic Visits,AR,278721,196.8,86.61
0634 - Hospital Clinic Visits,AZ,192196,250.69,93.3
0634 - Hospital Clinic Visits,CA,1552186,275.48,119.01
0634 - Hospital Clinic Visits,CO,258190,252.31,94.84
0634 - Hospital Clinic Visits,CT,300045,233.79,110.45
0634 - Hospital Clinic Visits,DC,83317,215.77,95.07
0634 - Hospital Clinic Visits,DE,116701,71.33,97.7
0634 - Hospital Clinic Visits,FL,810278,224.89,89.59
0634 - Hospital Clinic Visits,GA,371591,227.41,88.66
0634 - Hospital Clinic Visits,HI,68816,150.13,107.51
0634 - Hospital Clinic Visits,IA,342701,174.73,91.11
0634 - Hospital Clinic Visits,ID,324177,113.53,92.42
0634 - Hospital Clinic Visits,IL,1211806,218.67,94.86
0634 - Hospital Clinic Visits,IN,371778,176.12,91.81
0634 - Hospital Clinic Visits,KS,182613,213.43,89.41
0634 - Hospital Clinic Visits,KY,286460,201.08,86.54
0634 - Hospital Clinic Visits,LA,378926,187.92,85.1
0634 - Hospital Clinic Visits,MA,1294665,212.73,112.79
0634 - Hospital Clinic Visits,ME,617024,124.26,93.35
0634 - Hospital Clinic Visits,MI,1243335,136.2,93.64
0634 - Hospital Clinic Visits,MN,746639,163.24,97.89
0634 - Hospital Clinic Visits,MO,636256,188.16,88.69
0634 - Hospital Clinic Visits,MS,167139,222.35,83.6
0634 - Hospital Clinic Visits,MT,286512,113.75,97.23
0634 - Hospital Clinic Visits,NC,921946,200.9,87.66
0634 - Hospital Clinic Visits,ND,369854,149.36,95.62
0634 - Hospital Clinic Visits,NE,56433,223.62,92.87
0634 - Hospital Clinic Visits,NH,451072,173.51,103.85
0634 - Hospital Clinic Visits,NJ,204774,368.35,108.23
0634 - Hospital Clinic Visits,NM,228035,145.92,92.87
0634 - Hospital Clinic Visits,NV,33194,297.29,101.78
0634 - Hospital Clinic Visits,NY,1460710,224.98,99.12
0634 - Hospital Clinic Visits,OH,1341978,166.57,89.09
0634 - Hospital Clinic Visits,OK,269512,277.11,87.39
0634 - Hospital Clinic Visits,OR,275437,160.14,102.48
0634 - Hospital Clinic Visits,PA,820916,225.25,92.72
0634 - Hospital Clinic Visits,RI,80695,256.2,104.48
0634 - Hospital Clinic Visits,SC,218150,186.41,87.84
0634 - Hospital Clinic Visits,SD,300025,122.93,95.99
0634 - Hospital Clinic Visits,TN,190604,209.6,85.26
0634 - Hospital Clinic Visits,TX,1153636,248.4,89.88
0634 - Hospital Clinic Visits,UT,166494,163.33,91.57
0634 - Hospital Clinic Visits,VA,884815,221.91,89.37
0634 - Hospital Clinic Visits,VT,226304,188.77,97.83
0634 - Hospital Clinic Visits,WA,874058,185.72,102.61
0634 - Hospital Clinic Visits,WI,807500,160.71,94.38
0634 - Hospital Clinic Visits,WV,240027,131.75,84.49
0634 - Hospital Clinic Visits,WY,3676,197.32,99.95
0690 - Level I Electronic Analysis of Devices,AK,424,266.57,41.04
0690 - Level I Electronic Analysis of Devices,AL,517,265.46,29.86
0690 - Level I Electronic Analysis of Devices,AR,21114,99.69,30.87
0690 - Level I Electronic Analysis of Devices,AZ,2934,428.13,33.19
0690 - Level I Electronic Analysis of Devices,CA,22707,291.83,42.44
0690 - Level I Electronic Analysis of Devices,CO,9447,389.61,33.53
0690 - Level I Electronic Analysis of Devices,CT,10118,222.4,40.48
0690 - Level I Electronic Analysis of Devices,DC,101,251.03,23.97
0690 - Level I Electronic Analysis of Devices,DE,4123,53.84,35.35
0690 - Level I Electronic Analysis of Devices,FL,17365,171.82,32.51
0690 - Level I Electronic Analysis of Devices,GA,16580,163.49,32.01
0690 - Level I Electronic Analysis of Devices,HI,258,88.99,36.83
0690 - Level I Electronic Analysis of Devices,IA,9988,111.76,33.49
0690 - Level I Electronic Analysis of Devices,ID,4143,66.86,33.38
0690 - Level I Electronic Analysis of Devices,IL,33548,316.49,34.05
0690 - Level I Electronic Analysis of Devices,IN,13158,274.83,33.73
0690 - Level I Electronic Analysis of Devices,KS,7230,211.57,34.69
0690 - Level I Electronic Analysis of Devices,KY,3078,163.5,32.57
0690 - Level I Electronic Analysis of Devices,LA,4004,130.35,32.01
0690 - Level I Electronic Analysis of Devices,MA,19833,444.34,40.99
0690 - Level I Electronic Analysis of Devices,ME,23542,52.3,34.08
0690 - Level I Electronic Analysis of Devices,MI,52281,139.14,34.16
0690 - Level I Electronic Analysis of Devices,MN,31172,178.54,36.22
0690 - Level I Electronic Analysis of Devices,MO,5964,151.23,32.02
0690 - Level I Electronic Analysis of Devices,MS,5502,154.06,30.59
0690 - Level I Electronic Analysis of Devices,MT,7694,99.24,35.41
0690 - Level I Electronic Analysis of Devices,NC,22507,126.57,31.95
0690 - Level I Electronic Analysis of Devices,ND,14794,77.02,34.66
